Elecció;Any;CUSEC;Districte;Secció;NUM_ELECTORS;NUM_VOTANTS;VOTS_BLANCS;VOTS_NULS;VOTS_CANDIDATURES;Participació;PSC;% PSC;Junts;% Junts;ERC;% ERC;Comuns / Sumar;% Comuns / Sumar;Podemos;% Podemos;PP;% PP;VOX;% VOX;SALF;% SALF;PACMA;% PACMA;Cs;% Cs;Altres;% Altres
Europees;2024;0827901001;1;1;1094;585;3;7;575;53.47%;74;12.80%;273;47.23%;88;15.22%;15;2.60%;32;5.54%;41;7.09%;22;3.81%;8;1.38%;5;0.87%;1;0.17%;16;2.78%
Europees;2024;0827901002;1;2;1161;614;7;1;606;52.89%;72;11.75%;226;36.87%;107;17.46%;38;6.20%;34;5.55%;74;12.07%;18;2.94%;11;1.79%;13;2.12%;0;0.00%;13;2.15%
Europees;2024;0827901004;1;4;1614;859;1;1;857;53.22%;148;17.25%;300;34.97%;172;20.05%;56;6.53%;36;4.20%;69;8.04%;29;3.38%;13;1.52%;7;0.82%;1;0.12%;26;3.03%
Europees;2024;0827901005;1;5;1063;587;4;3;580;55.22%;111;19.01%;186;31.85%;124;21.23%;24;4.11%;23;3.94%;57;9.76%;22;3.77%;10;1.71%;5;0.86%;5;0.86%;13;2.24%
Europees;2024;0827901006;1;6;1227;679;9;2;668;55.34%;104;15.36%;242;35.75%;136;20.09%;24;3.55%;25;3.69%;68;10.04%;33;4.87%;5;0.74%;8;1.18%;12;1.77%;11;1.65%
Europees;2024;0827901007;1;7;1429;716;5;1;710;50.10%;138;19.30%;243;33.99%;118;16.50%;28;3.92%;30;4.20%;81;11.33%;38;5.31%;13;1.82%;8;1.12%;4;0.56%;9;1.27%
Europees;2024;0827901008;1;8;991;529;5;0;524;53.38%;84;15.88%;220;41.59%;88;16.64%;10;1.89%;24;4.54%;56;10.59%;19;3.59%;8;1.51%;6;1.13%;2;0.38%;7;1.34%
Europees;2024;0827901009;1;9;1080;570;5;6;559;52.78%;105;18.62%;172;30.50%;109;19.33%;21;3.72%;17;3.01%;64;11.35%;30;5.32%;12;2.13%;7;1.24%;3;0.53%;19;3.40%
Europees;2024;0827901010;1;10;1032;563;3;1;559;54.55%;126;22.42%;153;27.22%;108;19.22%;35;6.23%;32;5.69%;33;5.87%;25;4.45%;13;2.31%;17;3.02%;2;0.36%;15;2.68%
Europees;2024;0827901011;1;11;959;434;6;2;426;45.26%;112;25.93%;65;15.05%;77;17.82%;17;3.94%;33;7.64%;59;13.66%;27;6.25%;17;3.94%;8;1.85%;3;0.69%;8;1.88%
Europees;2024;0827901012;1;12;1171;599;4;2;593;51.15%;184;30.82%;87;14.57%;103;17.25%;39;6.53%;27;4.52%;64;10.72%;40;6.70%;21;3.52%;9;1.51%;2;0.34%;17;2.87%
Europees;2024;0827901013;1;13;638;256;4;5;247;40.13%;101;40.24%;7;2.79%;30;11.95%;12;4.78%;9;3.59%;32;12.75%;31;12.35%;8;3.19%;7;2.79%;2;0.80%;8;3.24%
Europees;2024;0827901014;1;14;1573;747;3;3;741;47.49%;258;34.68%;80;10.75%;86;11.56%;29;3.90%;44;5.91%;136;18.28%;49;6.59%;30;4.03%;11;1.48%;5;0.67%;13;1.75%
Europees;2024;0827901015;1;15;948;453;3;2;448;47.78%;141;31.26%;79;17.52%;73;16.19%;16;3.55%;28;6.21%;50;11.09%;27;5.99%;11;2.44%;9;2.00%;5;1.11%;9;2.01%
Europees;2024;0827901016;1;16;1769;880;6;5;869;49.75%;254;29.03%;192;21.94%;167;19.09%;22;2.51%;27;3.09%;96;10.97%;62;7.09%;12;1.37%;9;1.03%;3;0.34%;25;2.88%
Europees;2024;0827901017;1;17;1664;871;0;4;867;52.34%;209;24.11%;265;30.57%;157;18.11%;43;4.96%;46;5.31%;78;9.00%;26;3.00%;10;1.15%;11;1.27%;3;0.35%;19;2.19%
Europees;2024;0827901018;1;18;487;290;3;0;287;59.55%;47;16.21%;91;31.38%;70;24.14%;11;3.79%;14;4.83%;23;7.93%;14;4.83%;7;2.41%;3;1.03%;2;0.69%;5;1.74%
Europees;2024;0827901019;1;19;1147;517;3;1;513;45.07%;166;32.17%;66;12.79%;70;13.57%;23;4.46%;29;5.62%;72;13.95%;38;7.36%;19;3.68%;9;1.74%;1;0.19%;20;3.90%
Europees;2024;0827901020;1;20;1202;639;4;4;631;53.16%;150;23.62%;143;22.52%;112;17.64%;34;5.35%;42;6.61%;87;13.70%;23;3.62%;9;1.42%;7;1.10%;12;1.89%;12;1.90%
Europees;2024;0827901021;1;21;1119;520;2;2;516;46.47%;133;25.68%;83;16.02%;91;17.57%;28;5.41%;30;5.79%;74;14.29%;29;5.60%;15;2.90%;9;1.74%;3;0.58%;21;4.07%
Europees;2024;0827901022;1;22;1436;761;6;2;753;52.99%;215;28.33%;175;23.06%;142;18.71%;23;3.03%;29;3.82%;87;11.46%;44;5.80%;14;1.84%;10;1.32%;7;0.92%;7;0.93%
Europees;2024;0827901023;1;23;1013;579;4;4;571;57.16%;155;26.96%;124;21.57%;89;15.48%;27;4.70%;22;3.83%;74;12.87%;48;8.35%;14;2.43%;8;1.39%;2;0.35%;8;1.40%
Europees;2024;0827901024;1;24;675;388;3;3;382;57.48%;54;14.03%;168;43.64%;61;15.84%;21;5.45%;11;2.86%;40;10.39%;6;1.56%;6;1.56%;4;1.04%;2;0.52%;9;2.36%
Europees;2024;0827901025;1;25;1083;545;4;0;541;50.32%;106;19.45%;189;34.68%;85;15.60%;24;4.40%;28;5.14%;71;13.03%;15;2.75%;6;1.10%;10;1.83%;2;0.37%;5;0.92%
Europees;2024;0827902001;2;1;1098;435;2;2;431;39.62%;206;47.58%;22;5.08%;33;7.62%;8;1.85%;13;3.00%;74;17.09%;44;10.16%;14;3.23%;5;1.15%;2;0.46%;10;2.32%
Europees;2024;0827902003;2;3;982;281;7;1;273;28.62%;139;49.64%;6;2.14%;12;4.29%;10;3.57%;6;2.14%;45;16.07%;46;16.43%;1;0.36%;1;0.36%;3;1.07%;4;1.47%
Europees;2024;0827902004;2;4;865;264;1;1;262;30.52%;129;49.05%;13;4.94%;18;6.84%;11;4.18%;10;3.80%;44;16.73%;22;8.37%;5;1.90%;4;1.52%;0;0.00%;6;2.29%
Europees;2024;0827902005;2;5;848;329;4;0;325;38.80%;152;46.20%;8;2.43%;14;4.26%;8;2.43%;20;6.08%;60;18.24%;39;11.85%;13;3.95%;5;1.52%;1;0.30%;5;1.54%
Europees;2024;0827902006;2;6;733;280;0;0;280;38.20%;117;41.79%;24;8.57%;12;4.29%;10;3.57%;17;6.07%;45;16.07%;34;12.14%;11;3.93%;3;1.07%;0;0.00%;7;2.50%
Europees;2024;0827902008;2;8;793;237;2;1;234;29.89%;100;42.37%;8;3.39%;26;11.02%;14;5.93%;6;2.54%;39;16.53%;25;10.59%;9;3.81%;3;1.27%;1;0.42%;3;1.28%
Europees;2024;0827902009;2;9;1150;391;2;1;388;34.00%;171;43.85%;12;3.08%;34;8.72%;14;3.59%;20;5.13%;52;13.33%;47;12.05%;19;4.87%;4;1.03%;3;0.77%;12;3.09%
Europees;2024;0827902011;2;11;855;300;0;0;300;35.09%;120;40.00%;10;3.33%;23;7.67%;8;2.67%;13;4.33%;44;14.67%;54;18.00%;14;4.67%;0;0.00%;7;2.33%;7;2.33%
Europees;2024;0827902012;2;12;695;175;3;0;172;25.18%;89;50.86%;4;2.29%;6;3.43%;7;4.00%;2;1.14%;19;10.86%;30;17.14%;7;4.00%;1;0.57%;0;0.00%;7;4.07%
Europees;2024;0827902014;2;14;1505;495;6;2;487;32.89%;175;35.50%;23;4.67%;40;8.11%;21;4.26%;25;5.07%;69;14.00%;63;12.78%;38;7.71%;8;1.62%;7;1.42%;18;3.70%
Europees;2024;0827902015;2;15;559;112;3;1;108;20.04%;43;38.74%;0;0.00%;5;4.50%;8;7.21%;6;5.41%;13;11.71%;18;16.22%;7;6.31%;2;1.80%;1;0.90%;5;4.63%
Europees;2024;0827902016;2;16;1588;585;1;2;582;36.84%;162;27.79%;33;5.66%;61;10.46%;30;5.15%;53;9.09%;76;13.04%;78;13.38%;43;7.38%;17;2.92%;9;1.54%;20;3.44%
Europees;2024;0827902017;2;17;1548;451;2;1;448;29.13%;174;38.67%;15;3.33%;26;5.78%;20;4.44%;20;4.44%;59;13.11%;70;15.56%;27;6.00%;12;2.67%;7;1.56%;18;4.02%
Europees;2024;0827903001;3;1;1301;555;9;0;546;42.66%;138;24.86%;78;14.05%;47;8.47%;25;4.50%;28;5.05%;64;11.53%;33;5.95%;25;4.50%;15;2.70%;1;0.18%;92;16.85%
Europees;2024;0827903002;3;2;1094;509;4;1;504;46.53%;192;37.80%;62;12.20%;51;10.04%;19;3.74%;24;4.72%;64;12.60%;45;8.86%;18;3.54%;14;2.76%;1;0.20%;14;2.78%
Europees;2024;0827903003;3;3;1186;450;3;2;445;37.94%;168;37.50%;49;10.94%;46;10.27%;16;3.57%;8;1.79%;48;10.71%;24;5.36%;15;3.35%;14;3.13%;3;0.67%;54;12.13%
Europees;2024;0827903004;3;4;955;321;2;2;317;33.61%;130;40.75%;19;5.96%;29;9.09%;13;4.08%;18;5.64%;47;14.73%;29;9.09%;17;5.33%;4;1.25%;2;0.63%;9;2.84%
Europees;2024;0827903005;3;5;1801;784;5;8;771;43.53%;245;31.57%;130;16.75%;145;18.69%;41;5.28%;38;4.90%;63;8.12%;44;5.67%;25;3.22%;13;1.68%;6;0.77%;21;2.72%
Europees;2024;0827903006;3;6;1642;736;2;8;726;44.82%;171;23.49%;176;24.18%;125;17.17%;43;5.91%;32;4.40%;79;10.85%;27;3.71%;38;5.22%;17;2.34%;4;0.55%;14;1.93%
Europees;2024;0827903007;3;7;1692;739;1;1;737;43.68%;201;27.24%;125;16.94%;136;18.43%;41;5.56%;31;4.20%;80;10.84%;59;7.99%;30;4.07%;13;1.76%;9;1.22%;12;1.63%
Europees;2024;0827903008;3;8;1531;579;2;4;573;37.82%;266;46.26%;18;3.13%;47;8.17%;20;3.48%;39;6.78%;65;11.30%;65;11.30%;21;3.65%;12;2.09%;3;0.52%;17;2.97%
Europees;2024;0827903014;3;14;1134;358;1;2;355;31.57%;150;42.13%;30;8.43%;26;7.30%;9;2.53%;13;3.65%;47;13.20%;47;13.20%;15;4.21%;6;1.69%;4;1.12%;8;2.25%
Europees;2024;0827903015;3;15;917;412;5;2;405;44.93%;153;37.32%;43;10.49%;40;9.76%;13;3.17%;29;7.07%;67;16.34%;33;8.05%;7;1.71%;7;1.71%;1;0.24%;12;2.96%
Europees;2024;0827903016;3;16;791;257;2;0;255;32.49%;127;49.42%;9;3.50%;7;2.72%;5;1.95%;7;2.72%;48;18.68%;34;13.23%;7;2.72%;2;0.78%;4;1.56%;5;1.96%
Europees;2024;0827903017;3;17;834;318;2;0;316;38.13%;145;45.60%;5;1.57%;14;4.40%;14;4.40%;7;2.20%;55;17.30%;43;13.52%;16;5.03%;4;1.26%;2;0.63%;11;3.48%
Europees;2024;0827903018;3;18;799;318;2;2;314;39.80%;114;36.08%;12;3.80%;13;4.11%;9;2.85%;21;6.65%;56;17.72%;45;14.24%;11;3.48%;10;3.16%;4;1.27%;19;6.05%
Europees;2024;0827903019;3;19;880;301;4;1;296;34.20%;127;42.33%;15;5.00%;12;4.00%;16;5.33%;10;3.33%;59;19.67%;28;9.33%;16;5.33%;2;0.67%;3;1.00%;8;2.70%
Europees;2024;0827903020;3;20;1212;506;6;0;500;41.75%;182;35.97%;52;10.28%;67;13.24%;24;4.74%;27;5.34%;51;10.08%;44;8.70%;21;4.15%;10;1.98%;7;1.38%;15;3.00%
Europees;2024;0827904001;4;1;1139;550;3;0;547;48.29%;109;19.82%;175;31.82%;104;18.91%;26;4.73%;26;4.73%;72;13.09%;14;2.55%;9;1.64%;4;0.73%;2;0.36%;6;1.10%
Europees;2024;0827904002;4;2;1165;542;1;3;538;46.52%;119;22.08%;186;34.51%;113;20.96%;26;4.82%;21;3.90%;34;6.31%;17;3.15%;5;0.93%;6;1.11%;1;0.19%;10;1.86%
Europees;2024;0827904003;4;3;1356;634;5;2;627;46.76%;166;26.27%;126;19.94%;123;19.46%;24;3.80%;24;3.80%;81;12.82%;51;8.07%;14;2.22%;9;1.42%;1;0.16%;8;1.28%
Europees;2024;0827904004;4;4;1131;492;2;5;485;43.50%;152;31.21%;94;19.30%;96;19.71%;21;4.31%;6;1.23%;53;10.88%;36;7.39%;13;2.67%;9;1.85%;1;0.21%;4;0.82%
Europees;2024;0827904005;4;5;1342;506;1;3;502;37.70%;163;32.41%;74;14.71%;83;16.50%;20;3.98%;30;5.96%;55;10.93%;30;5.96%;20;3.98%;17;3.38%;4;0.80%;6;1.20%
Europees;2024;0827904006;4;6;1505;603;3;2;598;40.07%;216;35.94%;58;9.65%;78;12.98%;29;4.83%;15;2.50%;74;12.31%;59;9.82%;25;4.16%;15;2.50%;1;0.17%;28;4.68%
Europees;2024;0827904007;4;7;1871;671;6;2;663;35.86%;258;38.57%;61;9.12%;66;9.87%;25;3.74%;30;4.48%;98;14.65%;80;11.96%;14;2.09%;8;1.20%;5;0.75%;18;2.71%
Europees;2024;0827904008;4;8;1003;320;4;1;315;31.90%;102;31.97%;23;7.21%;39;12.23%;18;5.64%;16;5.02%;46;14.42%;25;7.84%;19;5.96%;9;2.82%;4;1.25%;14;4.44%
Europees;2024;0827904009;4;9;754;243;2;0;241;32.23%;111;45.68%;7;2.88%;10;4.12%;12;4.94%;14;5.76%;44;18.11%;23;9.47%;10;4.12%;3;1.23%;1;0.41%;6;2.49%
Europees;2024;0827904010;4;10;705;255;1;1;253;36.17%;117;46.06%;13;5.12%;11;4.33%;11;4.33%;8;3.15%;33;12.99%;35;13.78%;10;3.94%;4;1.57%;2;0.79%;9;3.56%
Europees;2024;0827904012;4;12;1036;474;6;2;466;45.75%;144;30.51%;77;16.31%;79;16.74%;26;5.51%;25;5.30%;50;10.59%;37;7.84%;12;2.54%;5;1.06%;1;0.21%;10;2.15%
Europees;2024;0827904013;4;13;1253;577;0;1;576;46.05%;170;29.51%;121;21.01%;107;18.58%;42;7.29%;32;5.56%;46;7.99%;21;3.65%;15;2.60%;3;0.52%;5;0.87%;14;2.43%
Europees;2024;0827904014;4;14;1049;542;5;5;532;51.67%;104;19.37%;186;34.64%;90;16.76%;21;3.91%;24;4.47%;56;10.43%;17;3.17%;11;2.05%;11;2.05%;1;0.19%;11;2.07%
Europees;2024;0827904015;4;15;922;469;3;1;465;50.87%;85;18.16%;164;35.04%;81;17.31%;26;5.56%;20;4.27%;58;12.39%;10;2.14%;8;1.71%;4;0.85%;1;0.21%;8;1.72%
Europees;2024;0827904016;4;16;970;493;2;1;490;50.82%;108;21.95%;177;35.98%;72;14.63%;19;3.86%;15;3.05%;58;11.79%;18;3.66%;8;1.63%;4;0.81%;2;0.41%;9;1.84%
Europees;2024;0827904017;4;17;1267;716;6;2;708;56.51%;171;23.95%;190;26.61%;139;19.47%;20;2.80%;42;5.88%;63;8.82%;45;6.30%;12;1.68%;8;1.12%;5;0.70%;13;1.84%
Europees;2024;0827904018;4;18;1955;949;6;4;939;48.54%;257;27.20%;192;20.32%;172;18.20%;42;4.44%;41;4.34%;98;10.37%;67;7.09%;34;3.60%;12;1.27%;4;0.42%;20;2.13%
Europees;2024;0827904019;4;19;908;388;4;1;383;42.73%;124;32.04%;40;10.34%;40;10.34%;16;4.13%;22;5.68%;72;18.60%;42;10.85%;12;3.10%;8;2.07%;2;0.52%;5;1.31%
Europees;2024;0827904020;4;20;527;178;3;2;173;33.78%;80;45.45%;3;1.70%;13;7.39%;4;2.27%;5;2.84%;29;16.48%;16;9.09%;17;9.66%;4;2.27%;0;0.00%;2;1.16%
Europees;2024;0827904021;4;21;791;295;2;1;292;37.29%;150;51.02%;14;4.76%;17;5.78%;5;1.70%;17;5.78%;34;11.56%;31;10.54%;8;2.72%;8;2.72%;2;0.68%;6;2.05%
Europees;2024;0827904022;4;22;1726;620;2;4;614;35.92%;228;37.01%;38;6.17%;70;11.36%;39;6.33%;26;4.22%;95;15.42%;71;11.53%;31;5.03%;6;0.97%;0;0.00%;10;1.63%
Europees;2024;0827904023;4;23;1734;740;5;5;730;42.68%;277;37.69%;36;4.90%;77;10.48%;40;5.44%;45;6.12%;81;11.02%;81;11.02%;49;6.67%;12;1.63%;3;0.41%;29;3.97%
Europees;2024;0827904024;4;24;1893;728;2;3;723;38.46%;252;34.76%;46;6.34%;74;10.21%;37;5.10%;37;5.10%;107;14.76%;88;12.14%;51;7.03%;6;0.83%;2;0.28%;23;3.18%
Europees;2024;0827904025;4;25;879;433;4;2;427;49.26%;157;36.43%;50;11.60%;52;12.06%;24;5.57%;20;4.64%;66;15.31%;26;6.03%;14;3.25%;5;1.16%;5;1.16%;8;1.87%
Europees;2024;0827904026;4;26;1178;609;0;3;606;51.70%;138;22.77%;153;25.25%;111;18.32%;47;7.76%;38;6.27%;68;11.22%;20;3.30%;12;1.98%;10;1.65%;1;0.17%;8;1.32%
Europees;2024;0827905001;5;1;1580;726;6;7;713;45.95%;235;32.68%;84;11.68%;107;14.88%;30;4.17%;25;3.48%;108;15.02%;59;8.21%;39;5.42%;6;0.83%;10;1.39%;10;1.40%
Europees;2024;0827905002;5;2;1086;484;2;0;482;44.57%;206;42.56%;18;3.72%;35;7.23%;20;4.13%;19;3.93%;74;15.29%;60;12.40%;26;5.37%;10;2.07%;3;0.62%;11;2.28%
Europees;2024;0827905003;5;3;1540;677;2;1;674;43.96%;177;26.18%;128;18.93%;134;19.82%;29;4.29%;45;6.66%;76;11.24%;41;6.07%;19;2.81%;2;0.30%;2;0.30%;21;3.12%
Europees;2024;0827905004;5;4;1285;649;7;3;639;50.51%;204;31.58%;124;19.20%;109;16.87%;24;3.72%;34;5.26%;55;8.51%;35;5.42%;21;3.25%;7;1.08%;2;0.31%;24;3.76%
Europees;2024;0827905005;5;5;794;380;2;2;376;47.86%;108;28.57%;66;17.46%;87;23.02%;24;6.35%;23;6.08%;31;8.20%;14;3.70%;8;2.12%;7;1.85%;2;0.53%;6;1.60%
Europees;2024;0827905006;5;6;1537;765;5;2;758;49.77%;227;29.75%;138;18.09%;142;18.61%;31;4.06%;23;3.01%;93;12.19%;50;6.55%;18;2.36%;15;1.97%;0;0.00%;21;2.77%
Europees;2024;0827905007;5;7;882;506;1;1;504;57.37%;129;25.54%;133;26.34%;94;18.61%;22;4.36%;29;5.74%;51;10.10%;21;4.16%;13;2.57%;6;1.19%;1;0.20%;5;0.99%
Europees;2024;0827905008;5;8;1478;748;3;2;743;50.61%;211;28.28%;166;22.25%;140;18.77%;28;3.75%;45;6.03%;76;10.19%;35;4.69%;16;2.14%;12;1.61%;0;0.00%;14;1.88%
Europees;2024;0827905009;5;9;1360;695;4;2;689;51.10%;253;36.51%;107;15.44%;80;11.54%;32;4.62%;52;7.50%;93;13.42%;32;4.62%;17;2.45%;4;0.58%;6;0.87%;13;1.89%
Europees;2024;0827905010;5;10;985;388;0;1;387;39.39%;192;49.61%;23;5.94%;30;7.75%;19;4.91%;15;3.88%;45;11.63%;35;9.04%;4;1.03%;5;1.29%;4;1.03%;15;3.88%
Europees;2024;0827905011;5;11;1405;678;6;1;671;48.26%;239;35.30%;105;15.51%;99;14.62%;30;4.43%;24;3.55%;87;12.85%;40;5.91%;18;2.66%;9;1.33%;3;0.44%;17;2.53%
Europees;2024;0827905012;5;12;591;263;1;1;261;44.50%;80;30.53%;39;14.89%;41;15.65%;19;7.25%;12;4.58%;26;9.92%;18;6.87%;13;4.96%;7;2.67%;1;0.38%;5;1.92%
Europees;2024;0827905013;5;13;1360;449;6;2;441;33.01%;153;34.23%;34;7.61%;49;10.96%;9;2.01%;16;3.58%;47;10.51%;84;18.79%;26;5.82%;9;2.01%;0;0.00%;14;3.17%
Europees;2024;0827905014;5;14;1433;628;5;1;622;43.82%;275;43.86%;39;6.22%;65;10.37%;25;3.99%;32;5.10%;92;14.67%;47;7.50%;24;3.83%;3;0.48%;2;0.32%;18;2.89%
Europees;2024;0827905015;5;15;707;255;3;1;251;36.07%;94;37.01%;11;4.33%;39;15.35%;11;4.33%;11;4.33%;24;9.45%;27;10.63%;16;6.30%;4;1.57%;0;0.00%;14;5.58%
Europees;2024;0827905016;5;16;1984;761;10;1;750;38.36%;279;36.71%;42;5.53%;106;13.95%;32;4.21%;43;5.66%;96;12.63%;77;10.13%;40;5.26%;9;1.18%;3;0.39%;23;3.07%
Europees;2024;0827905017;5;17;1516;669;7;0;662;44.13%;243;36.32%;86;12.86%;89;13.30%;38;5.68%;36;5.38%;72;10.76%;44;6.58%;32;4.78%;7;1.05%;0;0.00%;15;2.27%
Europees;2024;0827905018;5;18;971;436;0;1;435;44.90%;194;44.60%;16;3.68%;32;7.36%;14;3.22%;26;5.98%;85;19.54%;29;6.67%;20;4.60%;6;1.38%;2;0.46%;11;2.53%
Europees;2024;0827905019;5;19;1019;399;5;3;391;39.16%;116;29.29%;44;11.11%;65;16.41%;17;4.29%;22;5.56%;47;11.87%;32;8.08%;24;6.06%;11;2.78%;4;1.01%;9;2.30%
Europees;2024;0827905020;5;20;1003;450;3;4;443;44.87%;128;28.70%;64;14.35%;82;18.39%;20;4.48%;25;5.61%;56;12.56%;23;5.16%;19;4.26%;12;2.69%;2;0.45%;12;2.71%
Europees;2024;0827905021;5;21;610;288;0;1;287;47.21%;103;35.89%;46;16.03%;50;17.42%;15;5.23%;8;2.79%;32;11.15%;11;3.83%;7;2.44%;6;2.09%;2;0.70%;7;2.44%
Europees;2024;0827905022;5;22;583;248;0;0;248;42.54%;70;28.23%;27;10.89%;35;14.11%;10;4.03%;16;6.45%;48;19.35%;18;7.26%;15;6.05%;1;0.40%;0;0.00%;8;3.23%
Europees;2024;0827905023;5;23;1539;742;5;3;734;48.21%;192;25.98%;157;21.24%;154;20.84%;48;6.50%;34;4.60%;82;11.10%;21;2.84%;8;1.08%;13;1.76%;7;0.95%;18;2.45%
Europees;2024;0827905024;5;24;1177;559;6;1;552;47.49%;193;34.59%;62;11.11%;90;16.13%;35;6.27%;31;5.56%;66;11.83%;44;7.89%;14;2.51%;3;0.54%;5;0.90%;9;1.63%
Europees;2024;0827905025;5;25;970;381;1;1;379;39.28%;151;39.74%;34;8.95%;50;13.16%;13;3.42%;21;5.53%;46;12.11%;25;6.58%;29;7.63%;2;0.53%;4;1.05%;4;1.06%
Europees;2024;0827905026;5;26;955;488;1;1;486;51.10%;141;28.95%;96;19.71%;84;17.25%;20;4.11%;15;3.08%;54;11.09%;32;6.57%;15;3.08%;3;0.62%;4;0.82%;22;4.53%
Europees;2024;0827905027;5;27;951;470;5;4;461;49.42%;124;26.61%;95;20.39%;63;13.52%;25;5.36%;40;8.58%;76;16.31%;14;3.00%;6;1.29%;11;2.36%;2;0.43%;5;1.08%
Europees;2024;0827905028;5;28;954;483;5;1;477;50.63%;178;36.93%;44;9.13%;41;8.51%;18;3.73%;23;4.77%;87;18.05%;39;8.09%;28;5.81%;8;1.66%;3;0.62%;8;1.68%
Europees;2024;0827905029;5;29;990;419;2;1;416;42.32%;146;34.93%;45;10.77%;53;12.68%;16;3.83%;20;4.78%;46;11.00%;43;10.29%;25;5.98%;5;1.20%;1;0.24%;16;3.85%
Europees;2024;0827905030;5;30;835;362;1;1;360;43.35%;165;45.71%;12;3.32%;28;7.76%;14;3.88%;8;2.22%;60;16.62%;46;12.74%;12;3.32%;5;1.39%;3;0.83%;7;1.94%
Europees;2024;0827905031;5;31;595;281;2;1;278;47.23%;118;42.14%;9;3.21%;13;4.64%;22;7.86%;10;3.57%;48;17.14%;29;10.36%;11;3.93%;5;1.79%;8;2.86%;5;1.80%
Europees;2024;0827905032;5;32;946;409;2;2;405;43.23%;163;40.05%;48;11.79%;36;8.85%;26;6.39%;20;4.91%;54;13.27%;33;8.11%;7;1.72%;4;0.98%;5;1.23%;9;2.22%
Europees;2024;0827906001;6;1;880;360;4;0;356;40.91%;169;46.94%;15;4.17%;25;6.94%;9;2.50%;11;3.06%;55;15.28%;42;11.67%;17;4.72%;2;0.56%;3;0.83%;8;2.25%
Europees;2024;0827906002;6;2;1218;479;4;3;472;39.33%;167;35.08%;33;6.93%;55;11.55%;18;3.78%;22;4.62%;73;15.34%;54;11.34%;27;5.67%;11;2.31%;2;0.42%;10;2.12%
Europees;2024;0827906003;6;3;1492;616;3;2;611;41.29%;261;42.51%;29;4.72%;48;7.82%;34;5.54%;28;4.56%;98;15.96%;57;9.28%;26;4.23%;7;1.14%;6;0.98%;17;2.78%
Europees;2024;0827906004;6;4;877;294;4;0;290;33.52%;113;38.44%;18;6.12%;21;7.14%;21;7.14%;14;4.76%;43;14.63%;29;9.86%;15;5.10%;5;1.70%;3;1.02%;8;2.76%
Europees;2024;0827906005;6;5;1156;431;4;2;425;37.28%;148;34.50%;33;7.69%;42;9.79%;14;3.26%;22;5.13%;66;15.38%;52;12.12%;24;5.59%;7;1.63%;4;0.93%;13;3.06%
Europees;2024;0827906006;6;6;1221;428;1;1;426;35.05%;143;33.49%;19;4.45%;24;5.62%;21;4.92%;26;6.09%;84;19.67%;53;12.41%;31;7.26%;7;1.64%;3;0.70%;15;3.52%
Europees;2024;0827906008;6;8;1707;705;6;3;696;41.30%;224;31.91%;86;12.25%;120;17.09%;26;3.70%;37;5.27%;73;10.40%;62;8.83%;26;3.70%;15;2.14%;1;0.14%;26;3.74%
Europees;2024;0827906009;6;9;904;365;2;0;363;40.38%;147;40.27%;28;7.67%;44;12.05%;19;5.21%;15;4.11%;53;14.52%;37;10.14%;9;2.47%;6;1.64%;1;0.27%;4;1.10%
Europees;2024;0827906010;6;10;1633;640;3;4;633;39.19%;268;42.14%;28;4.40%;70;11.01%;22;3.46%;38;5.97%;91;14.31%;52;8.18%;33;5.19%;8;1.26%;7;1.10%;16;2.53%
Europees;2024;0827906011;6;11;1193;407;5;0;402;34.12%;167;41.03%;17;4.18%;34;8.35%;11;2.70%;19;4.67%;65;15.97%;45;11.06%;18;4.42%;4;0.98%;1;0.25%;21;5.22%
Europees;2024;0827906012;6;12;943;380;3;0;377;40.30%;170;44.74%;18;4.74%;45;11.84%;16;4.21%;7;1.84%;56;14.74%;25;6.58%;17;4.47%;6;1.58%;5;1.32%;12;3.18%
Europees;2024;0827906013;6;13;687;276;1;2;273;40.17%;133;48.54%;4;1.46%;19;6.93%;13;4.74%;15;5.47%;42;15.33%;25;9.12%;15;5.47%;2;0.73%;0;0.00%;5;1.83%
Europees;2024;0827906014;6;14;735;219;1;0;218;29.80%;102;46.58%;12;5.48%;8;3.65%;7;3.20%;6;2.74%;30;13.70%;30;13.70%;9;4.11%;3;1.37%;2;0.91%;9;4.13%
Europees;2024;0827906016;6;16;1160;454;4;0;450;39.14%;151;33.26%;44;9.69%;43;9.47%;19;4.19%;25;5.51%;71;15.64%;62;13.66%;9;1.98%;5;1.10%;3;0.66%;18;4.00%
Europees;2024;0827906018;6;18;894;310;1;0;309;34.68%;130;41.94%;13;4.19%;17;5.48%;17;5.48%;14;4.52%;45;14.52%;48;15.48%;10;3.23%;4;1.29%;6;1.94%;5;1.62%
Europees;2024;0827906020;6;20;1076;337;1;3;333;31.32%;148;44.31%;11;3.29%;15;4.49%;6;1.80%;12;3.59%;48;14.37%;67;20.06%;12;3.59%;6;1.80%;1;0.30%;7;2.10%
Europees;2024;0827906023;6;23;1010;376;3;0;373;37.23%;160;42.55%;11;2.93%;22;5.85%;10;2.66%;9;2.39%;71;18.88%;52;13.83%;21;5.59%;7;1.86%;2;0.53%;8;2.14%
Europees;2024;0827906024;6;24;1820;720;7;3;710;39.56%;280;39.05%;22;3.07%;41;5.72%;25;3.49%;47;6.56%;125;17.43%;91;12.69%;39;5.44%;20;2.79%;4;0.56%;16;2.25%
